timestamp,repetition,size_bytes,min_send,max_send,avg_send,std_dev_send,avg_buffer_setup,avg_wr_setup,avg_poll,window_init,rvsocket_setup,rvconnect,min_recv,max_recv,avg_recv,std_dev_recv,rvbind,rvaccept
16:25:08.166,15,1,12.840,33.360,13.465,0.917,13.122,0.049,12.161,214.610,6.440,9185.741,0.080,312.811,25.810,10.279,4.620,7391.219
16:25:10.312,15,4,12.610,21.900,13.039,0.595,12.707,0.049,11.828,217.980,7.000,9393.462,0.053,188.795,16.568,6.289,4.020,12330.273
16:25:12.457,15,16,11.200,31.670,11.639,0.930,11.307,0.049,10.372,216.330,6.650,9331.431,0.090,298.300,22.238,9.727,4.440,7345.639
16:25:14.608,15,64,12.760,31.230,13.203,0.885,12.864,0.049,12.023,211.860,6.520,9254.731,0.080,283.180,25.409,9.474,4.900,18772.123
16:25:16.756,15,256,12.890,54.420,13.287,1.412,12.958,0.049,12.114,211.340,5.520,9322.041,0.080,381.830,25.620,12.158,3.930,18699.033
16:25:18.903,15,1024,12.170,46.000,12.808,1.202,12.464,0.057,11.939,213.580,5.670,9375.131,0.080,417.501,25.013,13.330,4.150,18673.333
16:25:21.053,15,4096,13.630,49.210,14.316,1.475,13.987,0.049,13.088,224.610,5.730,9376.011,0.080,304.360,27.642,9.966,5.570,18645.963
16:25:23.204,15,16384,15.580,47.850,16.183,1.357,15.833,0.052,14.741,219.930,6.880,9349.161,0.053,216.945,20.847,7.041,3.046,12320.908
16:25:25.365,15,65536,22.380,50.640,23.217,1.670,22.881,0.050,20.795,220.520,5.710,9280.731,0.080,346.680,45.372,11.213,3.940,19187.783
16:25:29.677,15,262144,51.700,77.550,52.991,1.766,52.644,0.054,2172.684,224.270,5.600,9379.091,0.080,2109794.474,2227.890,67016.721,5.090,18595.033
16:25:32.075,15,1048576,167.290,182.970,170.523,2.208,170.121,0.064,117.354,220.660,5.810,9196.741,0.220,688.201,311.603,17.064,4.190,18762.603

16:25:33.936,16,1,12.890,33.100,13.582,1.042,13.240,0.050,12.237,217.000,6.320,9422.902,0.080,321.990,26.061,10.478,5.030,18586.073
16:25:36.083,16,4,13.030,29.550,13.550,0.933,13.198,0.064,12.145,216.940,5.960,9160.611,0.080,279.950,25.833,9.315,3.840,18906.983
16:25:40.367,16,16,13.160,32.040,13.646,1.064,13.307,0.049,2170.558,218.690,5.960,9293.971,0.080,2136738.556,2184.037,67874.885,4.090,18588.043
